,iso2,Alcohol Consompution Group,Value
267,ER,Mean_Alcom1_region,2.955813953488373
126,ER,Alcohol_com1,0.6
831,ER,Mean_Alcom2_religion,1.2833333333333334
408,ER,Mean_Alcom1_religion,1.2
814,ES,Mean_Alcom2_religion,7.699999999999999
673,ES,Mean_Alcom2_region,9.015
109,ES,Alcohol_com1,8.5
391,ES,Mean_Alcom1_religion,7.340540540540541
250,ES,Mean_Alcom1_region,8.454999999999998
532,ES,Alcohol_com2,9.6
417,ET,Mean_Alcom1_religion,1.8374999999999995
558,ET,Alcohol_com2,0.8
276,ET,Mean_Alcom1_region,2.955813953488373
840,ET,Mean_Alcom2_religion,1.991666666666667
699,ET,Mean_Alcom2_region,3.0302325581395344
135,ET,Alcohol_com1,1.4
829,FI,Mean_Alcom2_religion,9.333333333333334
265,FI,Mean_Alcom1_region,8.454999999999998
406,FI,Mean_Alcom1_religion,9.016666666666667
547,FI,Alcohol_com2,9.8
688,FI,Mean_Alcom2_region,9.015
124,FI,Alcohol_com1,8.4
705,FJ,Mean_Alcom2_religion,4.609999999999999
423,FJ,Alcohol_com2,2.2
282,FJ,Mean_Alcom1_religion,4.74
564,FJ,Mean_Alcom2_region,2.213513513513514
0,FJ,Alcohol_com1,2.2
141,FJ,Mean_Alcom1_region,2.2189189189189187
475,GA,Alcohol_com2,8.7
334,GA,Mean_Alcom1_religion,4.74
757,GA,Mean_Alcom2_religion,4.609999999999999
52,GA,Alcohol_com1,9.5
616,GA,Mean_Alcom2_region,3.0302325581395344
193,GA,Mean_Alcom1_region,2.955813953488373
825,GE,Mean_Alcom2_religion,10.633333333333333
543,GE,Alcohol_com2,7.9
261,GE,Mean_Alcom1_region,9.022222222222222
120,GE,Alcohol_com1,7.4
684,GE,Mean_Alcom2_region,9.68888888888889
402,GE,Mean_Alcom1_religion,9.133333333333333
186,GH,Mean_Alcom1_region,2.955813953488373
45,GH,Alcohol_com1,1.6
609,GH,Mean_Alcom2_region,3.0302325581395344
468,GH,Alcohol_com2,1.9
327,GH,Mean_Alcom1_religion,4.74
750,GH,Mean_Alcom2_religion,4.609999999999999
485,GM,Alcohol_com2,3.0
344,GM,Mean_Alcom1_religion,1.8374999999999995
767,GM,Mean_Alcom2_religion,1.991666666666667
626,GM,Mean_Alcom2_region,3.0302325581395344
62,GM,Alcohol_com1,3.0
203,GM,Mean_Alcom1_region,2.955813953488373
469,GN,Alcohol_com2,0.2
46,GN,Alcohol_com1,0.4
187,GN,Mean_Alcom1_region,2.955813953488373
751,GN,Mean_Alcom2_religion,1.991666666666667
328,GN,Mean_Alcom1_religion,1.8374999999999995
610,GN,Mean_Alcom2_region,3.0302325581395344
476,GQ,Alcohol_com2,9.5
53,GQ,Alcohol_com1,9.9
758,GQ,Mean_Alcom2_religion,5.2
617,GQ,Mean_Alcom2_region,3.0302325581395344
335,GQ,Mean_Alcom1_religion,5.400000000000001
194,GQ,Mean_Alcom1_region,2.955813953488373
522,GR,Alcohol_com2,8.7
99,GR,Alcohol_com1,6.4
240,GR,Mean_Alcom1_region,8.454999999999998
381,GR,Mean_Alcom1_religion,9.133333333333333
663,GR,Mean_Alcom2_region,9.015
804,GR,Mean_Alcom2_religion,10.633333333333333
450,GT,Alcohol_com2,2.0
168,GT,Mean_Alcom1_region,5.278260869565217
27,GT,Alcohol_com1,1.6
591,GT,Mean_Alcom2_region,5.317391304347827
309,GT,Mean_Alcom1_religion,5.400000000000001
732,GT,Mean_Alcom2_religion,5.2
611,GW,Mean_Alcom2_region,3.0302325581395344
752,GW,Mean_Alcom2_religion,3.4
470,GW,Alcohol_com2,2.8
329,GW,Mean_Alcom1_religion,3.0833333333333326
188,GW,Mean_Alcom1_region,2.955813953488373
47,GW,Alcohol_com1,2.8
734,GY,Mean_Alcom2_religion,4.609999999999999
311,GY,Mean_Alcom1_religion,4.74
170,GY,Mean_Alcom1_region,5.278260869565217
29,GY,Alcohol_com1,5.1
452,GY,Alcohol_com2,5.1
593,GY,Mean_Alcom2_region,5.317391304347827
730,HN,Mean_Alcom2_religion,7.699999999999999
25,HN,Alcohol_com1,2.9
589,HN,Mean_Alcom2_region,5.317391304347827
166,HN,Mean_Alcom1_region,5.278260869565217
448,HN,Alcohol_com2,2.9
307,HN,Mean_Alcom1_religion,7.340540540540541
103,HR,Alcohol_com1,9.9
526,HR,Alcohol_com2,12.2
667,HR,Mean_Alcom2_region,9.68888888888889
385,HR,Mean_Alcom1_religion,7.340540540540541
808,HR,Mean_Alcom2_religion,7.699999999999999
244,HR,Mean_Alcom1_region,9.022222222222222
294,HT,Mean_Alcom1_religion,7.340540540540541
717,HT,Mean_Alcom2_religion,7.699999999999999
12,HT,Alcohol_com1,5.8
576,HT,Mean_Alcom2_region,5.317391304347827
435,HT,Alcohol_com2,5.8
153,HT,Mean_Alcom1_region,5.278260869565217
92,HU,Alcohol_com1,10.9
797,HU,Mean_Alcom2_religion,7.699999999999999
515,HU,Alcohol_com2,11.2
374,HU,Mean_Alcom1_religion,7.340540540540541
656,HU,Mean_Alcom2_region,9.68888888888889
233,HU,Mean_Alcom1_region,9.022222222222222
428,ID,Alcohol_com2,0.1
710,ID,Mean_Alcom2_religion,1.991666666666667
569,ID,Mean_Alcom2_region,2.213513513513514
146,ID,Mean_Alcom1_region,2.2189189189189187
5,ID,Alcohol_com1,0.3
287,ID,Mean_Alcom1_religion,1.8374999999999995
533,IE,Alcohol_com2,11.5
674,IE,Mean_Alcom2_region,9.015
392,IE,Mean_Alcom1_religion,7.340540540540541
815,IE,Mean_Alcom2_religion,7.699999999999999
110,IE,Alcohol_com1,11.3
251,IE,Mean_Alcom1_region,8.454999999999998
764,IL,Mean_Alcom2_religion,2.6
341,IL,Mean_Alcom1_religion,2.6
59,IL,Alcohol_com1,2.6
623,IL,Mean_Alcom2_region,9.015
482,IL,Alcohol_com2,2.6
200,IL,Mean_Alcom1_region,8.454999999999998
77,IN,Alcohol_com1,3.0
500,IN,Alcohol_com2,2.7
782,IN,Mean_Alcom2_religion,1.4500000000000002
359,IN,Mean_Alcom1_religion,1.8
641,IN,Mean_Alcom2_region,2.213513513513514
218,IN,Mean_Alcom1_region,2.2189189189189187
69,IQ,Alcohol_com1,0.2
492,IQ,Alcohol_com2,0.2
774,IQ,Mean_Alcom2_religion,1.991666666666667
633,IQ,Mean_Alcom2_region,2.213513513513514
210,IQ,Mean_Alcom1_region,2.2189189189189187
351,IQ,Mean_Alcom1_religion,1.8374999999999995
400,IS,Mean_Alcom1_religion,6.533333333333334
118,IS,Alcohol_com1,7.7
682,IS,Mean_Alcom2_region,9.015
541,IS,Alcohol_com2,7.0
259,IS,Mean_Alcom1_region,8.454999999999998
823,IS,Mean_Alcom2_religion,5.933333333333334
539,IT,Alcohol_com2,6.8
257,IT,Mean_Alcom1_region,8.454999999999998
398,IT,Mean_Alcom1_religion,7.340540540540541
680,IT,Mean_Alcom2_region,9.015
116,IT,Alcohol_com1,7.1
821,IT,Mean_Alcom2_religion,7.699999999999999
737,JM,Mean_Alcom2_religion,3.0
173,JM,Mean_Alcom1_region,5.278260869565217
455,JM,Alcohol_com2,3.0
596,JM,Mean_Alcom2_region,5.317391304347827
314,JM,Mean_Alcom1_religion,3.4
32,JM,Alcohol_com1,3.4
488,JO,Alcohol_com2,0.5
770,JO,Mean_Alcom2_religion,0.7333333333333333
347,JO,Mean_Alcom1_religion,0.6666666666666666
206,JO,Mean_Alcom1_region,2.2189189189189187
629,JO,Mean_Alcom2_region,2.213513513513514
65,JO,Alcohol_com1,0.4
409,JP,Mean_Alcom1_religion,6.9
691,JP,Mean_Alcom2_region,2.213513513513514
127,JP,Alcohol_com1,6.9
550,JP,Alcohol_com2,6.9
268,JP,Mean_Alcom1_region,2.2189189189189187
832,JP,Mean_Alcom2_religion,6.9
432,KE,Alcohol_com2,1.9
291,KE,Mean_Alcom1_religion,9.016666666666667
714,KE,Mean_Alcom2_religion,9.333333333333334
150,KE,Mean_Alcom1_region,2.955813953488373
573,KE,Mean_Alcom2_region,3.0302325581395344
9,KE,Alcohol_com1,1.9
366,KG,Mean_Alcom1_religion,1.8374999999999995
225,KG,Mean_Alcom1_region,2.2189189189189187
648,KG,Mean_Alcom2_region,2.213513513513514
789,KG,Mean_Alcom2_religion,1.991666666666667
84,KG,Alcohol_com1,4.1
507,KG,Alcohol_com2,6.0
354,KH,Mean_Alcom1_religion,2.9199999999999995
636,KH,Mean_Alcom2_region,2.213513513513514
777,KH,Mean_Alcom2_religion,2.58
72,KH,Alcohol_com1,3.5
495,KH,Alcohol_com2,2.0
213,KH,Mean_Alcom1_region,2.2189189189189187
209,KW,Mean_Alcom1_region,2.2189189189189187
632,KW,Mean_Alcom2_region,2.213513513513514
350,KW,Mean_Alcom1_religion,1.8374999999999995
491,KW,Alcohol_com2,0.0
773,KW,Mean_Alcom2_religion,1.991666666666667
68,KW,Alcohol_com1,0.0
2,KZ,Alcohol_com1,5.8
143,KZ,Mean_Alcom1_region,2.2189189189189187
566,KZ,Mean_Alcom2_region,2.213513513513514
425,KZ,Alcohol_com2,6.5
707,KZ,Mean_Alcom2_religion,1.991666666666667
284,KZ,Mean_Alcom1_religion,1.8374999999999995
624,LB,Mean_Alcom2_region,2.213513513513514
483,LB,Alcohol_com2,1.6
342,LB,Mean_Alcom1_religion,1.8374999999999995
765,LB,Mean_Alcom2_religion,1.991666666666667
201,LB,Mean_Alcom1_region,2.2189189189189187
60,LB,Alcohol_com1,1.2
819,LK,Mean_Alcom2_religion,2.58
255,LK,Mean_Alcom1_region,2.2189189189189187
396,LK,Mean_Alcom1_religion,2.9199999999999995
537,LK,Alcohol_com2,2.5
114,LK,Alcohol_com1,2.7
678,LK,Mean_Alcom2_region,2.213513513513514
612,LR,Mean_Alcom2_region,3.0302325581395344
189,LR,Mean_Alcom1_region,2.955813953488373
330,LR,Mean_Alcom1_religion,3.5
48,LR,Alcohol_com1,3.5
471,LR,Alcohol_com2,3.7
753,LR,Mean_Alcom2_religion,3.7
439,LS,Alcohol_com2,2.8
580,LS,Mean_Alcom2_region,3.0302325581395344
16,LS,Alcohol_com1,3.0
721,LS,Mean_Alcom2_religion,4.609999999999999
298,LS,Mean_Alcom1_religion,4.74
157,LS,Mean_Alcom1_region,2.955813953488373
517,LT,Alcohol_com2,13.6
799,LT,Mean_Alcom2_religion,7.699999999999999
235,LT,Mean_Alcom1_region,9.022222222222222
94,LT,Alcohol_com1,13.8
658,LT,Mean_Alcom2_region,9.68888888888889
376,LT,Mean_Alcom1_religion,7.340540540540541
528,LU,Alcohol_com2,12.0
246,LU,Mean_Alcom1_region,8.454999999999998
810,LU,Mean_Alcom2_religion,7.699999999999999
387,LU,Mean_Alcom1_religion,7.340540540540541
669,LU,Mean_Alcom2_region,9.015
105,LU,Alcohol_com1,11.5
95,LV,Alcohol_com1,11.1
377,LV,Mean_Alcom1_religion,6.533333333333334
659,LV,Mean_Alcom2_region,9.68888888888889
236,LV,Mean_Alcom1_region,9.022222222222222
800,LV,Mean_Alcom2_religion,5.933333333333334
518,LV,Alcohol_com2,9.9
275,LY,Mean_Alcom1_region,2.955813953488373
416,LY,Mean_Alcom1_religion,0.6666666666666666
557,LY,Alcohol_com2,0.0
134,LY,Alcohol_com1,0.0
839,LY,Mean_Alcom2_religion,0.7333333333333333
